,0
581,4.0
582,1.0
583,4.0
584,2.0
585,0.0
586,2.0
587,1.0
588,1.0
589,4.0
590,2.0
591,2.0
592,2.0
593,2.0
594,6.0
595,1.0
596,4.0
597,6.0
598,5.0
599,6.0
600,3.0
601,0.0
602,3.0
603,3.0
604,5.0
605,0.0
606,1.0
607,1.0
608,4.0
609,5.0
610,3.0
611,3.0
612,5.0
613,6.0
614,3.0
615,5.0
616,3.0
617,5.0
618,3.0
619,3.0
620,2.0
621,2.0
622,3.0
623,1.0
624,6.0
625,5.0
626,4.0
627,4.0
628,4.0
629,3.0
630,6.0
631,2.0
632,3.0
633,4.0
634,5.0
635,4.0
636,1.0
637,1.0
638,0.0
639,5.0
640,3.0
641,0.0
642,6.0
643,0.0
644,0.0
645,6.0
646,6.0
647,6.0
648,6.0
649,2.0
650,4.0
651,6.0
652,5.0
653,3.0
654,4.0
655,6.0
656,5.0
657,6.0
658,1.0
659,1.0
660,4.0
661,0.0
662,2.0
663,1.0
664,5.0
665,5.0
666,6.0
667,2.0
668,5.0
669,2.0
670,2.0
671,5.0
672,6.0
673,6.0
674,0.0
675,6.0
676,0.0
677,2.0
678,5.0
679,4.0
680,0.0
681,0.0
682,4.0
683,0.0
684,6.0
685,3.0
686,6.0
687,2.0
688,1.0
689,6.0
690,1.0
691,1.0
692,1.0
693,4.0
694,0.0
695,4.0
696,0.0
697,6.0
698,3.0
699,6.0
700,0.0
701,3.0
702,1.0
703,4.0
704,2.0
705,5.0
706,3.0
707,6.0
708,2.0
709,6.0
710,3.0
711,5.0
712,5.0
713,2.0
714,5.0
715,6.0
716,1.0
717,5.0
718,5.0
719,5.0
720,5.0
721,2.0
722,1.0
723,0.0
724,6.0
725,0.0
726,0.0
727,0.0
728,0.0
729,3.0
730,4.0
731,3.0
732,2.0
733,0.0
734,4.0
735,0.0
736,4.0
737,3.0
738,5.0
739,1.0
740,6.0
741,1.0
742,5.0
743,6.0
744,2.0
745,2.0
746,5.0
747,2.0
748,6.0
749,6.0
750,1.0
751,2.0
752,3.0
753,4.0
754,3.0
755,0.0
756,6.0
757,3.0
758,5.0
759,2.0
760,6.0
761,0.0
762,1.0
763,3.0
764,1.0
765,4.0
766,4.0
767,0.0
768,1.0
769,1.0
770,3.0
771,1.0
772,0.0
773,2.0
774,3.0
775,0.0
776,0.0
777,0.0
778,5.0
779,4.0
780,5.0
781,0.0
782,3.0
783,2.0
784,1.0
785,3.0
786,2.0
787,5.0
788,2.0
789,3.0
790,3.0
791,6.0
792,0.0
793,1.0
794,3.0
795,3.0
796,1.0
797,1.0
798,6.0
799,1.0
800,1.0
801,1.0
802,0.0
803,0.0
804,2.0
805,2.0
806,1.0
807,5.0
808,0.0
809,3.0
810,2.0
811,3.0
812,3.0
813,4.0
814,6.0
815,2.0
816,0.0
817,2.0
818,5.0
819,0.0
820,5.0
821,6.0
822,4.0
823,1.0
824,4.0
825,2.0
826,5.0
827,4.0
828,0.0
829,6.0
830,2.0
831,3.0
832,2.0
833,6.0
834,1.0
835,1.0
836,1.0
837,6.0
838,1.0
839,6.0
840,4.0
841,6.0
842,3.0
843,3.0
844,1.0
845,1.0
846,3.0
847,3.0
848,2.0
849,3.0
850,2.0
851,4.0
852,6.0
853,4.0
854,3.0
855,0.0
856,4.0
857,6.0
858,0.0
859,6.0
860,0.0
861,6.0
862,4.0
863,5.0
864,6.0
865,0.0
866,6.0
867,1.0
868,1.0
869,3.0
870,2.0
871,6.0
872,4.0
873,1.0
874,2.0
875,5.0
876,1.0
877,5.0
878,1.0
879,4.0
880,5.0
881,4.0
882,6.0
883,6.0
884,0.0
885,4.0
886,6.0
887,3.0
888,1.0
889,3.0
890,5.0
891,2.0
892,6.0
893,5.0
894,3.0
895,5.0
896,1.0
897,4.0
898,0.0
899,0.0
900,4.0
901,0.0
902,0.0
903,3.0
904,1.0
905,2.0
906,0.0
907,2.0
908,3.0
909,2.0
910,2.0
911,6.0
912,6.0
913,1.0
914,5.0
915,1.0
916,4.0
917,2.0
918,2.0
919,2.0
920,4.0
921,4.0
922,1.0
923,3.0
924,5.0
925,6.0
926,2.0
927,3.0
928,3.0
929,2.0
930,3.0
931,3.0
932,1.0
933,1.0
934,5.0
935,0.0
936,5.0
937,1.0
938,0.0
939,1.0
940,1.0
941,6.0
942,6.0
943,4.0
944,5.0
945,0.0
946,1.0
947,0.0
948,6.0
949,6.0
950,0.0
951,5.0
952,1.0
953,6.0
954,2.0
955,4.0
956,0.0
957,1.0
958,0.0
959,4.0
960,2.0
961,4.0
962,3.0
963,4.0
964,5.0
965,3.0
966,1.0
967,1.0
968,5.0
969,6.0
970,5.0
971,5.0
972,3.0
973,2.0
974,1.0
975,0.0
976,5.0
977,4.0
978,0.0
979,4.0
980,3.0
981,4.0
982,2.0
983,6.0
984,5.0
985,3.0
986,0.0
987,5.0
988,1.0
989,1.0
990,2.0
991,1.0
992,0.0
993,6.0
994,2.0
995,6.0
996,6.0
997,0.0
998,0.0
999,0.0
1000,6.0
1001,6.0
1002,0.0
1003,0.0
1004,4.0
1005,5.0
1006,4.0
1007,0.0
1008,5.0
1009,2.0
1010,2.0
1011,5.0
1012,4.0
1013,4.0
1014,5.0
1015,1.0
1016,4.0
1017,0.0
1018,1.0
1019,5.0
1020,3.0
1021,6.0
1022,0.0
1023,4.0
1024,4.0
1025,1.0
1026,4.0
1027,4.0
1028,0.0
1029,1.0
1030,0.0
1031,4.0
1032,3.0
1033,3.0
1034,0.0
1035,1.0
1036,2.0
1037,6.0
1038,0.0
1039,1.0
1040,4.0
1041,5.0
1042,1.0
1043,4.0
1044,0.0
1045,2.0
1046,2.0
1047,1.0
1048,2.0
1049,3.0
1050,5.0
1051,2.0
1052,4.0
1053,6.0
1054,4.0
1055,3.0
1056,5.0
1057,3.0
1058,3.0
1059,0.0
1060,5.0
1061,4.0
1062,2.0
1063,2.0
1064,1.0
1065,4.0
1066,0.0
1067,0.0
1068,6.0
1069,1.0
1070,5.0
1071,5.0
1072,0.0
1073,6.0
1074,2.0
1075,0.0
1076,5.0
1077,3.0
1078,1.0
1079,1.0
1080,1.0
1081,2.0
1082,1.0
1083,2.0
1084,6.0
1085,3.0
1086,2.0
1087,0.0
1088,5.0
1089,1.0
1090,2.0
1091,3.0
1092,0.0
1093,2.0
1094,0.0
1095,2.0
1096,1.0
1097,2.0
1098,5.0
1099,5.0
1100,6.0
1101,5.0
1102,0.0
1103,1.0
1104,5.0
1105,2.0
1106,6.0
1107,3.0
1108,2.0
1109,5.0
1110,5.0
1111,1.0
1112,4.0
1113,4.0
1114,4.0
1115,2.0
1116,2.0
1117,1.0
1118,3.0
1119,5.0
1120,6.0
1121,2.0
1122,2.0
1123,6.0
1124,0.0
1125,1.0
1126,5.0
1127,3.0
1128,3.0
1129,1.0
1130,2.0
1131,5.0
1132,2.0
1133,5.0
1134,1.0
1135,4.0
1136,2.0
1137,5.0
1138,3.0
1139,3.0
1140,1.0
1141,1.0
1142,6.0
1143,1.0
1144,2.0
1145,5.0
1146,1.0
1147,5.0
1148,1.0
1149,6.0
1150,5.0
1151,2.0
1152,0.0
1153,1.0
1154,1.0
1155,2.0
1156,3.0
1157,2.0
1158,5.0
1159,4.0
1160,6.0
1161,5.0
1162,0.0
1163,3.0
1164,2.0
1165,4.0
1166,2.0
1167,2.0
1168,2.0
1169,1.0
1170,1.0
1171,2.0
1172,4.0
1173,2.0
1174,0.0
1175,1.0
1176,1.0
1177,1.0
1178,3.0
1179,0.0
1180,6.0
1181,2.0
1182,2.0
1183,0.0
1184,1.0
1185,0.0
1186,2.0
1187,6.0
1188,2.0
1189,2.0
1190,5.0
1191,0.0
1192,1.0
1193,1.0
1194,2.0
1195,0.0
1196,3.0
1197,5.0
1198,5.0
1199,2.0
1200,0.0
1201,1.0
1202,1.0
1203,6.0
1204,0.0
1205,3.0
1206,5.0
1207,0.0
1208,4.0
1209,2.0
1210,2.0
1211,4.0
1212,2.0
1213,1.0
1214,4.0
1215,2.0
1216,0.0
1217,3.0
1218,3.0
1219,6.0
1220,6.0
1221,1.0
1222,1.0
1223,2.0
1224,5.0
1225,6.0
1226,6.0
1227,0.0
1228,5.0
1229,2.0
1230,2.0
1231,4.0
1232,4.0
1233,0.0
1234,5.0
1235,4.0
1236,1.0
1237,2.0
1238,1.0
1239,5.0
1240,1.0
1241,2.0
1242,5.0
1243,4.0
1244,5.0
1245,1.0
1246,3.0
1247,5.0
1248,0.0
1249,2.0
1250,0.0
1251,2.0
1252,4.0
1253,6.0
1254,0.0
1255,5.0
1256,6.0
1257,3.0
1258,0.0
1259,1.0
1260,5.0
1261,0.0
1262,0.0
1263,3.0
1264,2.0
1265,6.0
1266,0.0
1267,3.0
1268,6.0
1269,0.0
1270,5.0
1271,5.0
1272,3.0
1273,6.0
1274,3.0
1275,1.0
1276,2.0
1277,4.0
1278,3.0
1279,6.0
1280,5.0
1281,4.0
1282,0.0
1283,2.0
1284,4.0
1285,3.0
1286,1.0
1287,5.0
1288,5.0
1289,3.0
1290,0.0
1291,4.0
1292,6.0
1293,2.0
1294,1.0
1295,1.0
1296,4.0
1297,5.0
1298,0.0
1299,2.0
1300,4.0
1301,6.0
1302,4.0
1303,3.0
1304,0.0
1305,4.0
1306,5.0
1307,1.0
1308,5.0
1309,5.0
1310,0.0
1311,5.0
1312,1.0
1313,2.0
1314,1.0
1315,0.0
1316,6.0
1317,3.0
1318,0.0
1319,5.0
1320,2.0
1321,3.0
1322,3.0
1323,3.0
1324,5.0
1325,6.0
1326,3.0
1327,3.0
1328,4.0
1329,4.0
1330,3.0
1331,0.0
1332,6.0
1333,1.0
1334,1.0
1335,4.0
1336,4.0
1337,0.0
1338,0.0
1339,5.0
1340,4.0
1341,6.0
1342,2.0
1343,4.0
1344,3.0
1345,5.0
1346,3.0
1347,4.0
1348,4.0
1349,1.0
1350,1.0
1351,3.0
1352,0.0
1353,3.0
1354,6.0
1355,6.0
1356,3.0
1357,1.0
1358,1.0
1359,1.0
1360,4.0
1361,4.0
1362,4.0
1363,6.0
1364,2.0
1365,0.0
1366,5.0
1367,1.0
1368,3.0
1369,4.0
1370,6.0
1371,5.0
1372,2.0
1373,3.0
1374,1.0
1375,0.0
1376,2.0
1377,3.0
1378,2.0
1379,5.0
1380,6.0
1381,5.0
1382,5.0
1383,4.0
1384,2.0
1385,6.0
1386,6.0
1387,3.0
1388,6.0
1389,4.0
1390,0.0
1391,6.0
1392,2.0
1393,6.0
1394,1.0
1395,3.0
1396,6.0
1397,6.0
1398,4.0
1399,2.0
1400,2.0
1401,5.0
1402,6.0
1403,4.0
1404,2.0
1405,1.0
1406,1.0
1407,5.0
1408,4.0
1409,1.0
1410,2.0
1411,5.0
1412,0.0
1413,1.0
1414,0.0
1415,6.0
1416,6.0
1417,4.0
1418,4.0
1419,2.0
1420,6.0
1421,5.0
1422,2.0
1423,6.0
1424,2.0
1425,1.0
1426,2.0
1427,4.0
1428,6.0
1429,0.0
1430,5.0
1431,4.0
1432,5.0
1433,6.0
1434,2.0
1435,4.0
1436,4.0
1437,0.0
1438,2.0
1439,0.0
1440,0.0
1441,4.0
1442,0.0
1443,0.0
1444,6.0
1445,2.0
1446,0.0
1447,5.0
1448,5.0
1449,6.0
1450,1.0
1451,6.0
1452,3.0
1453,4.0
1454,1.0
1455,5.0
1456,2.0
1457,5.0
1458,4.0
1459,0.0
1460,2.0
1461,2.0
1462,4.0
1463,3.0
1464,4.0
1465,5.0
1466,2.0
1467,0.0
1468,6.0
1469,0.0
1470,5.0
1471,6.0
1472,1.0
1473,1.0
1474,4.0
1475,6.0
1476,3.0
1477,4.0
1478,4.0
1479,0.0
1480,1.0
1481,1.0
1482,1.0
1483,2.0
1484,6.0
1485,3.0
1486,2.0
1487,5.0
1488,3.0
1489,0.0
1490,2.0
1491,1.0
1492,5.0
1493,4.0
1494,6.0
1495,1.0
1496,0.0
1497,5.0
1498,2.0
1499,6.0
1500,3.0
1501,3.0
1502,6.0
1503,5.0
1504,4.0
1505,3.0
1506,6.0
1507,5.0
1508,4.0
1509,1.0
1510,0.0
1511,3.0
1512,3.0
1513,5.0
1514,3.0
1515,4.0
1516,2.0
1517,6.0
1518,1.0
1519,1.0
1520,0.0
1521,0.0
1522,2.0
1523,3.0
1524,1.0
1525,0.0
1526,4.0
1527,1.0
1528,6.0
1529,1.0
1530,2.0
1531,5.0
1532,0.0
1533,0.0
1534,4.0
1535,0.0
1536,6.0
1537,6.0
1538,3.0
1539,0.0
1540,3.0
1541,3.0
1542,3.0
1543,4.0
1544,1.0
1545,6.0
1546,3.0
1547,2.0
1548,6.0
1549,2.0
1550,6.0
1551,4.0
1552,2.0
1553,6.0
1554,3.0
1555,2.0
1556,1.0
1557,0.0
1558,1.0
1559,1.0
1560,1.0
1561,5.0
1562,1.0
1563,3.0
1564,5.0
1565,3.0
1566,2.0
1567,5.0
1568,2.0
1569,3.0
1570,2.0
1571,1.0
1572,3.0
1573,2.0
1574,2.0
1575,6.0
1576,5.0
1577,4.0
1578,6.0
1579,5.0
1580,4.0
1581,0.0
1582,0.0
1583,3.0
1584,4.0
1585,5.0
1586,1.0
1587,1.0
1588,6.0
1589,3.0
1590,6.0
1591,6.0
1592,3.0
1593,4.0
1594,1.0
1595,4.0
1596,4.0
1597,2.0
1598,3.0
1599,4.0
1600,6.0
1601,5.0
1602,1.0
1603,0.0
1604,1.0
1605,5.0
1606,3.0
1607,4.0
1608,2.0
1609,0.0
1610,2.0
1611,3.0
1612,1.0
1613,6.0
1614,3.0
1615,0.0
1616,5.0
1617,2.0
1618,4.0
1619,2.0
1620,2.0
1621,0.0
1622,1.0
1623,3.0
1624,2.0
1625,3.0
1626,2.0
1627,1.0
1628,3.0
1629,5.0
1630,4.0
1631,0.0
1632,0.0
1633,3.0
1634,6.0
1635,1.0
1636,6.0
1637,1.0
1638,5.0
1639,2.0
1640,6.0
1641,0.0
1642,5.0
1643,4.0
1644,3.0
1645,3.0
1646,5.0
1647,5.0
1648,5.0
1649,2.0
1650,5.0
1651,0.0
1652,1.0
1653,5.0
1654,2.0
1655,4.0
1656,6.0
1657,6.0
1658,3.0
1659,3.0
1660,2.0
1661,3.0
1662,5.0
1663,6.0
1664,6.0
1665,0.0
1666,3.0
1667,4.0
1668,1.0
1669,1.0
1670,1.0
1671,3.0
1672,0.0
1673,2.0
1674,6.0
1675,2.0
1676,2.0
1677,6.0
1678,5.0
1679,1.0
1680,4.0
1681,6.0
1682,2.0
1683,5.0
1684,6.0
1685,0.0
1686,1.0
1687,4.0
1688,3.0
1689,6.0
1690,5.0
1691,2.0
1692,2.0
1693,1.0
1694,4.0
1695,5.0
1696,5.0
1697,4.0
1698,0.0
1699,3.0
1700,3.0
1701,4.0
1702,4.0
1703,0.0
1704,0.0
1705,0.0
1706,6.0
1707,2.0
1708,6.0
1709,5.0
1710,2.0
1711,3.0
1712,2.0
1713,0.0
1714,0.0
1715,1.0
1716,6.0
1717,5.0
1718,2.0
1719,0.0
1720,0.0
1721,5.0
1722,6.0
1723,4.0
1724,1.0
1725,2.0
1726,6.0
1727,1.0
1728,1.0
1729,1.0
1730,2.0
1731,5.0
1732,0.0
1733,0.0
1734,3.0
1735,5.0
1736,2.0
1737,0.0
1738,0.0
1739,6.0
1740,2.0
1741,1.0
1742,0.0
1743,0.0
1744,2.0
1745,2.0
1746,0.0
1747,3.0
1748,1.0
1749,3.0
1750,1.0
1751,1.0
1752,0.0
1753,1.0
1754,2.0
1755,2.0
1756,0.0
1757,4.0
1758,0.0
1759,5.0
1760,5.0
1761,6.0
1762,4.0
1763,0.0
1764,6.0
1765,1.0
1766,6.0
1767,0.0
1768,3.0
1769,0.0
1770,3.0
1771,6.0
1772,6.0
1773,6.0
1774,1.0
1775,4.0
1776,4.0
1777,4.0
1778,6.0
1779,3.0
1780,5.0
1781,3.0
1782,0.0
1783,5.0
1784,6.0
1785,0.0
1786,5.0
1787,6.0
1788,6.0
1789,2.0
1790,4.0
1791,1.0
1792,4.0
1793,6.0
1794,0.0
1795,1.0
1796,4.0
1797,2.0
1798,3.0
1799,6.0
1800,6.0
1801,0.0
1802,0.0
1803,3.0
1804,4.0
1805,2.0
1806,6.0
1807,4.0
1808,3.0
1809,0.0
1810,4.0
1811,3.0
1812,3.0
1813,1.0
1814,4.0
1815,6.0
1816,6.0
1817,0.0
1818,3.0
1819,6.0
1820,2.0
1821,0.0
1822,3.0
1823,5.0
1824,0.0
1825,4.0
1826,6.0
1827,3.0
1828,4.0
1829,2.0
1830,0.0
1831,3.0
1832,2.0
1833,4.0
1834,4.0
1835,5.0
1836,5.0
1837,5.0
1838,0.0
1839,5.0
1840,2.0
1841,0.0
1842,2.0
1843,0.0
1844,5.0
1845,3.0
1846,6.0
1847,3.0
1848,6.0
1849,5.0
1850,0.0
1851,5.0
1852,0.0
1853,3.0
1854,6.0
1855,5.0
1856,6.0
1857,6.0
1858,4.0
1859,3.0
1860,1.0
1861,0.0
1862,4.0
1863,6.0
1864,2.0
1865,1.0
1866,4.0
1867,2.0
1868,2.0
1869,3.0
1870,6.0
1871,1.0
1872,4.0
1873,6.0
1874,1.0
1875,3.0
1876,5.0
1877,5.0
1878,6.0
1879,4.0
1880,2.0
1881,1.0
1882,1.0
1883,6.0
1884,1.0
1885,4.0
1886,3.0
1887,6.0
1888,2.0
1889,3.0
1890,4.0
1891,1.0
1892,6.0
1893,1.0
1894,5.0
1895,2.0
1896,4.0
1897,2.0
1898,4.0
1899,0.0
1900,3.0
1901,0.0
1902,0.0
1903,2.0
1904,2.0
1905,6.0
1906,2.0
1907,2.0
1908,0.0
1909,3.0
1910,4.0
1911,0.0
1912,3.0
1913,2.0
1914,4.0
1915,1.0
1916,3.0
1917,2.0
1918,1.0
1919,3.0
1920,4.0
1921,1.0
1922,6.0
1923,1.0
1924,2.0
1925,6.0
1926,3.0
1927,2.0
1928,0.0
1929,2.0
1930,2.0
1931,1.0
1932,2.0
1933,3.0
1934,6.0
1935,6.0
1936,1.0
1937,5.0
1938,2.0
1939,4.0
1940,2.0
1941,0.0
1942,4.0
1943,0.0
1944,2.0
1945,4.0
1946,3.0
1947,4.0
1948,3.0
1949,0.0
1950,0.0
1951,2.0
1952,6.0
1953,5.0
1954,1.0
1955,5.0
1956,2.0
1957,0.0
1958,3.0
1959,5.0
1960,5.0
1961,1.0
1962,0.0
1963,4.0
1964,3.0
1965,0.0
1966,6.0
1967,0.0
1968,1.0
1969,6.0
1970,0.0
1971,0.0
1972,1.0
1973,5.0
1974,4.0
1975,2.0
1976,3.0
1977,5.0
1978,4.0
1979,6.0
1980,5.0
1981,0.0
1982,0.0
1983,4.0
1984,2.0
1985,5.0
1986,1.0
1987,4.0
1988,3.0
1989,1.0
1990,4.0
1991,6.0
1992,2.0
1993,2.0
1994,0.0
1995,3.0
1996,2.0
1997,0.0
1998,0.0
1999,2.0
2000,5.0
2001,2.0
2002,2.0
2003,0.0
2004,1.0
2005,0.0
2006,5.0
2007,6.0
2008,2.0
2009,3.0
2010,1.0
2011,4.0
2012,3.0
2013,3.0
2014,1.0
2015,4.0
2016,6.0
2017,1.0
2018,0.0
2019,4.0
2020,0.0
2021,1.0
2022,3.0
2023,0.0
2024,5.0
2025,6.0
2026,6.0
2027,5.0
2028,5.0
2029,1.0
2030,2.0
2031,2.0
2032,4.0
2033,3.0
2034,6.0
2035,0.0
2036,1.0
2037,4.0
2038,4.0
2039,1.0
2040,6.0
2041,3.0
2042,5.0
2043,6.0
2044,6.0
2045,2.0
2046,0.0
2047,5.0
2048,2.0
2049,4.0
2050,1.0
2051,6.0
2052,2.0
2053,6.0
2054,6.0
2055,3.0
2056,6.0
2057,1.0
2058,1.0
2059,1.0
2060,3.0
2061,0.0
2062,6.0
2063,0.0
2064,1.0
2065,4.0
2066,3.0
2067,1.0
2068,1.0
2069,4.0
2070,4.0
2071,3.0
2072,4.0
2073,2.0
2074,6.0
2075,3.0
2076,3.0
2077,5.0
2078,2.0
2079,5.0
2080,0.0
2081,5.0
2082,4.0
2083,3.0
2084,0.0
2085,1.0
2086,6.0
2087,1.0
2088,1.0
2089,4.0
2090,0.0
2091,6.0
2092,4.0
2093,6.0
2094,2.0
2095,2.0
2096,1.0
2097,3.0
2098,0.0
2099,6.0
